id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
Xwnf20FKuikiHcSpcEbpKQ,Kenneth,6653,"2011-06-10 00:00:00",1444,1142,1167,237,3.32,92,39,12,2,1,208,496,288,288,78,89
xWT4heUwpSIo3K8zxkBcEQ,Tyrian,20,"2012-10-31 00:00:00",1,0,2,0,3.9,0,0,0,0,0,0,0,0,0,0,0
xwXNVlhVhYa9q-PW6CRkyQ,Melinda,24,"2015-05-29 00:00:00",0,0,0,0,3.17,0,0,0,0,0,1,0,0,0,0,0
xX1wftld9-ndtISAAihqng,Raquel,67,"2014-05-15 00:00:00",50,4,28,1,3.83,1,0,1,0,0,5,3,2,2,2,0
XxDF8gMOD-L_L_lJY4Ij8A,Andrew,256,"2007-04-25 00:00:00",506,497,445,29,3.43,57,17,9,6,11,75,169,157,157,60,33
XXomb4TiYeNT-KcO3tht9A,Jose,27,"2014-06-25 00:00:00",4,5,4,2,4.34,0,0,0,0,0,1,0,3,3,0,1
XXqspxyaoS9b5SZ1se5TDg,Keo,164,"2014-10-22 00:00:00",755,674,675,9,4.09,5,0,0,0,0,6,16,5,5,2,2
XXz9fdsJfKi5YZnLt96R-g,Pamala,89,"2015-04-03 00:00:00",20,0,1,0,3.17,0,0,0,0,0,1,0,1,1,0,1
xxzyQ5zhr0x6H2dHLUYHtw,D,25,"2013-03-24 00:00:00",0,2,0,0,3.52,0,0,0,0,0,0,0,0,0,0,0
xy41sqkMHJC03jECOPQVzg,Rodrigo,118,"2014-03-16 00:00:00",133,0,0,7,4.35,4,1,1,0,0,4,4,4,4,1,1
xYciRtVZ1PW4IxSX4oJ1aw,Anh,177,"2015-02-15 00:00:00",39,14,0,30,3.41,8,2,0,0,0,6,8,9,9,8,19
xyhIboKojc_HfOAVO7Egfg,Benita,397,"2014-03-20 00:00:00",223,199,210,30,3.76,11,5,0,1,0,33,27,52,52,16,7
xYRNtOVCOkbTM9t9sOG6_Q,Jeremiah,44,"2012-10-27 00:00:00",47,3,1,0,4,2,0,0,0,0,1,0,0,0,0,0
xz5G7dU9DjOWUJ_VAfp_qA,GeekDad,33,"2012-07-23 00:00:00",6,0,1,0,3.46,0,0,0,0,0,0,0,0,0,0,0
XZrjV_T3Cxi_I3YhxhSS8g,M,82,"2010-08-10 00:00:00",46,21,4,1,3.85,0,0,0,0,0,0,0,2,2,0,3
xZuj0FBDj61gCrF8xgPwtQ,Robyn,26,"2006-04-17 00:00:00",15,5,8,2,4.88,0,0,0,0,0,0,2,1,1,0,0
xzyJzjk5J5vweSJv27Jx5Q,jenilee,263,"2007-07-30 00:00:00",159,62,96,20,4.04,21,5,0,3,0,5,18,31,31,16,9
Y-aeqCKNf7RQvVBZw6oCkQ,Vanessa,184,"2013-05-28 00:00:00",3,1,1,11,4.11,1,0,0,0,0,3,9,4,4,0,1
y-S4hK6WzQTwYBqpqfcJVQ,Jinyoung,27,"2008-09-05 00:00:00",0,0,0,2,3.97,2,1,0,1,0,0,0,1,1,0,0
Y05-fFmlUPn4CNL340kweA,Dave,153,"2009-11-19 00:00:00",17,4,2,3,4.03,1,0,0,0,0,1,4,0,0,1,0
y056712-6PcraC9g9AH8uw,Tina,35,"2012-07-04 00:00:00",6,1,1,1,4.37,0,0,0,0,0,0,0,0,0,0,0
Y0gs4OBHcjhtRT1so1bXzg,Tatsu,192,"2011-04-02 00:00:00",77,73,54,13,4.01,1,3,0,0,0,4,11,15,15,2,0
y0MwqMMYGt9lvQQsFVB-ug,Kristin,261,"2009-10-31 00:00:00",48,26,40,4,3.76,0,0,0,0,0,3,4,3,3,2,0
y22jM83qCgsNGryv9328gQ,Michelle,1224,"2008-11-16 00:00:00",39,21,6,100,3.65,32,7,5,2,3,53,68,48,48,45,23
Y2jRTW_yFPwd1Nhu5fCCPg,Mark,22,"2011-01-31 00:00:00",1,1,0,1,3.48,0,0,1,0,0,0,0,1,1,0,0
y2SvhU6GPFp74l5fXCw-HA,Jessica,34,"2011-07-27 00:00:00",4,2,1,5,3.82,1,0,0,0,0,2,0,3,3,0,0
Y3A5aF0d-rbWK8bk48h3Lw,Anthony,454,"2008-10-21 00:00:00",51,9,13,15,3.54,9,4,2,2,0,10,13,12,12,10,1
y3FcL4bLy0eLlkb0SDPnBQ,Mel,1459,"2011-12-11 00:00:00",3260,3138,3185,137,3.91,815,58,31,7,19,358,1135,1231,1231,488,343
Y3G6XeZ589qu4jY3aiSyUg,Dee,492,"2009-11-16 00:00:00",687,390,372,40,4.15,64,10,1,1,0,36,65,75,75,38,21
Y3IXgNmqZRor4Pd5YdF_hg,Lauren,59,"2008-04-19 00:00:00",9,7,2,3,3.45,2,1,0,0,0,2,3,0,0,4,0
Y3tbsuL6TvViMlgRf3SNgw,Rux,52,"2011-06-21 00:00:00",8,6,1,0,3.98,1,0,0,0,0,1,2,0,0,0,0
y3wsFS0MF7e9BAbg8KTGbg,Jason,20,"2011-03-21 00:00:00",4,0,0,1,4.05,0,0,0,0,0,0,1,0,0,0,0
y4xrOPXEB75lJaLjr7Rtaw,Candy,90,"2011-10-20 00:00:00",160,167,128,43,3.6,11,0,1,4,0,11,12,13,13,1,19
Y54MM_UufzEv2JGW9ydOVw,Jérôme,35,"2013-02-12 00:00:00",22,0,0,2,3.83,4,0,0,1,0,1,9,5,5,0,0
y59Xrg0WcjNsXtmXbYwXgA,Cyndy,109,"2008-03-07 00:00:00",85,30,21,4,3.81,0,0,0,0,0,1,1,2,2,2,1
y5aa61ndd1hBny-WyI9J1A,Matthew,42,"2011-10-19 00:00:00",0,0,0,11,3.44,0,0,0,0,0,0,0,0,0,0,0
Y5An2SkK4MZV1yVB4ErwmA,Ed,107,"2008-01-21 00:00:00",3,3,4,1,3.57,1,1,0,0,0,0,2,3,3,0,0
Y5oH9VlzH0IfhCQ3SSESoQ,Les,1114,"2008-07-24 00:00:00",135,115,120,126,3.7,266,43,25,13,15,113,558,509,509,201,49
y5rqDe6uO06WKZ26-Pla8g,Kent,419,"2005-04-15 00:00:00",192,65,120,15,3.9,8,1,0,1,0,4,14,21,21,10,0
y6enjCxe-bCK5rjZL1DkWw,Kay,30,"2011-02-06 00:00:00",8,0,1,1,3.5,0,0,0,0,0,0,0,0,0,0,0
y6i_p-EgnJNJBESNh6kVng,Kimberly,47,"2014-02-20 00:00:00",1,1,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0
y6ktdNuXIjVIIm_bBjFkxA,Roxanne,31,"2008-12-09 00:00:00",14,9,5,1,4.21,2,0,0,1,0,1,1,1,1,0,0
Y6yg0sxJjZg7m2UdF9eGZA,Tracy,825,"2008-09-03 00:00:00",122,14,25,34,3.76,3,2,0,0,0,21,14,26,26,15,6
y842YtSmu9Z43NhHyrAVlA,Sara,418,"2013-08-18 00:00:00",500,128,109,61,3.55,19,3,3,2,0,16,25,18,18,12,5
y86f0GtUKb5Sx7AP_dry4w,Al,107,"2011-04-13 00:00:00",35,5,1,1,4.54,0,0,0,0,0,0,1,6,6,0,0
Y8adrWFzckrjuC11aAs9Og,Ghia,400,"2009-12-06 00:00:00",258,103,96,53,3.91,169,4,4,1,0,89,198,173,173,104,86
y8jJV4AeH6ZEBagQ_ys8KQ,Jenny,814,"2009-08-25 00:00:00",9,1,1,54,3.55,15,6,3,0,4,23,63,24,24,16,11
Y8_yCJ7N7LyqqJ-rSxd4iQ,Jim,45,"2012-03-14 00:00:00",15,3,6,2,4.23,1,0,0,0,0,0,2,1,1,0,1
y9-bfJEhXvU98vwt5UejuA,Aaron,332,"2006-10-18 00:00:00",27,6,7,6,4.03,1,1,1,3,0,2,2,3,3,0,0
y975lu1oBjpW47TT1QdFHQ,Camille,826,"2009-08-26 00:00:00",555,92,78,94,4.17,34,4,4,9,1,32,48,61,61,67,77
y9epmOn8rizql9WgNqliJg,Michelle,116,"2009-04-26 00:00:00",72,50,51,6,3.84,4,1,0,0,0,8,11,28,28,11,0
Y9LH7kmYF9NyqYA3DadReA,Jenelle,805,"2011-06-18 00:00:00",523,331,313,114,3.56,165,14,12,14,7,105,183,170,170,84,27
Y9QFGrfFCh1IoFrtVpiXpg,venus,23,"2009-10-21 00:00:00",127,0,2,1,3.88,0,0,0,0,0,0,0,0,0,0,0
ya0gjXEHjpvuLIFybCajcQ,Amanda,789,"2011-07-13 00:00:00",1832,948,1695,135,4.15,168,18,6,10,2,122,243,395,395,136,119
Ya2QfsMExQAsC896lO73Fw,Diana,32,"2012-08-15 00:00:00",16,1,1,0,3.06,0,0,0,0,0,0,5,0,0,0,0
yA32VrFrfm_aAOzb06Fc7w,Eileen,22,"2011-01-17 00:00:00",10,5,1,0,3.55,0,0,0,0,0,2,0,1,1,0,0
ya3mbvTaymecfrTc08SxhQ,Angela,1717,"2008-02-03 00:00:00",8184,3672,6153,194,3.69,404,26,28,23,17,227,2468,780,780,271,125
YalB9_AM4SCYPUciAgVMFw,Adam,57,"2010-08-17 00:00:00",2,0,1,4,4.66,0,0,0,0,0,3,3,0,0,1,0
yaNUJo62LN2i3gBlb2c2zQ,Mike,197,"2008-04-01 00:00:00",12,15,12,9,3.52,4,0,1,0,1,10,15,7,7,5,2
yawRndVKi_kiQzxW-CMDQw,Marie,62,"2013-06-27 00:00:00",0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0
yazqJjYYT-J7qso4L2I7Eg,Thomas,177,"2012-03-01 00:00:00",18,1,18,2,3.96,0,0,0,0,0,1,1,2,2,1,0
yB6oBfaxLM0gY9lVWmlJBQ,Wesley,123,"2009-06-16 00:00:00",2,2,6,3,2.91,1,0,0,0,0,7,8,0,0,3,0
yBETnEBz6gPN84S0PMxPzw,Om,35,"2013-03-23 00:00:00",52,31,50,1,4.22,1,0,0,0,0,1,1,1,1,0,0
YBjg54IH17bUI9CfE6gPJA,William,27,"2014-06-07 00:00:00",0,0,0,0,4.56,0,0,0,0,0,0,0,0,0,0,0
ybnJoXphDsVeg299y5A3hQ,Michael,476,"2006-06-27 00:00:00",54,7,3,13,3.79,7,2,0,2,0,8,11,16,16,5,1
ybzMdj9nlpxGOtNYiMRQww,Vikkie,220,"2007-07-26 00:00:00",5,6,3,8,3.93,5,2,0,0,0,2,3,8,8,3,1
yC0_yIeddKhsg90mijmReg,Miles,22,"2013-06-22 00:00:00",1,1,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
YC6Gw9d3yoqIECPzxb2vig,Jade,284,"2009-09-03 00:00:00",146,59,81,25,3.9,24,1,0,7,1,16,30,61,61,12,16
YcCSRA7rOWpQloAUz_G3TQ,Sure,30,"2016-06-01 00:00:00",6,54,3,1,3,0,0,0,0,0,0,0,0,0,0,0
ycDF-WdO5237mmxZsDI2nA,Brant,38,"2008-11-07 00:00:00",1,1,0,2,4.23,0,1,0,0,0,2,4,3,3,1,0
YCu3fatsEe-k5qQr_QuwhA,Jeff,149,"2011-08-20 00:00:00",3,0,0,2,3.31,21,1,0,0,0,6,10,16,16,16,0
YdhWQvqucHYHEz2AZX8KDw,Lance,24,"2012-03-12 00:00:00",0,0,0,1,2.42,0,0,0,0,0,1,0,0,0,0,0
YdO0VZHz1ypew8GB1j7jkw,Goren,51,"2011-06-29 00:00:00",115,30,44,3,4.06,0,0,0,0,0,0,1,0,0,0,0
ydoWYdmsvB7MXXGM9wzT5g,Lindsey,29,"2014-08-01 00:00:00",11,0,2,0,4.06,0,0,0,0,0,0,0,0,0,0,0
ydyXasiSMv6wObYYgrFWlQ,Toni,22,"2012-11-08 00:00:00",9,2,3,0,3.27,0,0,0,0,0,0,0,0,0,0,0
YE-bQtCkpD3XgcrouI_nhg,Kristina,53,"2012-01-10 00:00:00",5,0,2,7,3.25,1,0,0,0,0,1,2,2,2,2,0
yE4dTCWmBNoCrbbFvn8LQg,Lisa,24,"2007-07-24 00:00:00",0,1,0,1,3.93,1,0,0,0,0,1,0,2,2,1,1
YEC7MDUUV8Zx_SmnON_B9w,Neisha,27,"2012-09-18 00:00:00",39,5,2,2,2.36,0,0,0,0,0,1,0,0,0,0,0
yeHRi5kh2qFcGE-0em2r4w,Aimee,332,"2008-03-26 00:00:00",13,14,3,27,4.05,3,3,2,0,0,3,11,22,22,7,3
YEiJOtOBBRKEpRuvZNA9Cg,Chris,136,"2011-07-11 00:00:00",166,39,56,13,4.23,18,5,1,1,0,14,16,39,39,19,0
Yej5B4nd8PqpHMQcmCTDrg,Stevey,553,"2006-09-14 00:00:00",1725,1242,2346,62,3.73,247,25,14,49,8,105,136,246,246,51,8
yExLpVbCfVqVixYwzMaeZw,Jason,70,"2011-08-17 00:00:00",9,2,5,7,3.42,2,1,0,0,0,1,4,8,8,2,2
YEZohrNLq_jO5ZQqm2Tymg,CJ,29,"2010-12-25 00:00:00",22,1,2,0,3.58,0,0,0,0,0,0,1,0,0,0,0
yF5d7_UzvWroVju3rrrVtg,J,622,"2014-03-31 00:00:00",6,0,6,9,3.79,0,2,2,0,0,4,6,0,0,1,2
YfFfeVojEABUjOYZtNSyYQ,Juan,370,"2010-12-22 00:00:00",273,96,44,45,3.43,25,8,4,0,0,63,55,52,52,19,7
yfMUBP05CjcZL1TaDqCKsw,M,106,"2008-10-11 00:00:00",90,21,17,1,3.5,1,0,0,0,0,1,0,2,2,0,0
yFqO3NGu5xHOo20Xs4JUjg,Melissa,927,"2006-08-28 00:00:00",1229,400,14,46,3.58,25,8,2,3,1,20,60,61,61,7,11
YfYas8wdkrrvbqXcBH9x9w,Vicky,486,"2008-04-25 00:00:00",786,106,367,38,3.74,56,4,1,3,0,47,90,113,113,55,4
yG00-Dcv5iFS2SaezGu-Kw,David,116,"2011-08-13 00:00:00",5,1,1,2,3.76,1,1,0,0,0,0,3,0,0,2,0
YGhfM-MzZ10FQuMyWqh4Vg,Kevin,257,"2006-09-27 00:00:00",55,28,16,1,4.05,0,0,0,0,0,1,4,0,0,0,0
YGkASPSosSu_FnjPlcJYJQ,James,54,"2011-06-18 00:00:00",18,10,3,2,3.68,1,0,0,0,0,2,3,5,5,3,0
yGPSqnzFfrDKkHpadjPy3g,Tyson,304,"2008-09-04 00:00:00",477,391,251,24,3.83,64,10,4,3,7,68,160,113,113,24,16
Ygr_c6So7Aba0kDQW01FDQ,Cathy,427,"2008-12-01 00:00:00",1682,1666,1670,128,3.41,477,50,40,53,14,202,210,870,870,179,17
yHbrIShhhHkkl20_KGP4OA,Charlie,380,"2010-11-07 00:00:00",147,11,45,100,4.25,6,5,1,0,0,3,19,10,10,10,21
yhinYLeoT6DA5bYuXHMfsQ,Chad,119,"2013-01-29 00:00:00",45,13,27,14,4.4,1,1,0,0,0,7,5,9,9,5,2
yhLq_pgpm3ekHeO8ko3uSQ,Adam,37,"2009-09-14 00:00:00",18,4,4,2,3.92,2,1,0,0,0,1,1,0,0,0,0
yHXjOm96H6JXvx1GUbHikg,Ali,50,"2011-02-28 00:00:00",2,1,1,1,4.14,0,0,0,0,0,1,1,0,0,0,0
YhxNo3nb94nk7fV7lyLcJA,Andrew,29,"2014-04-07 00:00:00",5,1,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0
yHykh6VFpsH_V62bRaq3FQ,Sara,288,"2011-05-19 00:00:00",6,0,0,11,3.66,5,2,1,0,0,5,11,7,7,19,0
YibKyMh3BkaLytf4GAW6Vg,harold,66,"2011-06-29 00:00:00",1,0,0,5,3.34,0,1,0,0,0,0,0,1,1,0,0
YIMeEHUYm69m-Mqf-NjPHw,Mindy,608,"2009-04-13 00:00:00",525,164,532,35,3.97,13,4,3,0,2,12,24,18,18,20,1
YiNipCFcVXe-EWTHqTgEUA,Sarah,62,"2013-11-20 00:00:00",0,0,0,2,3.81,0,0,0,0,0,1,0,2,2,0,0
yIQZ6tcNsacLOyTbZJN6bQ,Ron,24,"2015-08-25 00:00:00",0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
yIXLkXiXdP7EvdLDKB3cxg,Nancy,602,"2011-07-12 00:00:00",58,20,4,37,3.6,7,1,1,0,0,16,13,29,29,10,11
YIYN-WbpXW-cDXX9d7WG2A,Anastasia,206,"2008-09-17 00:00:00",29,14,10,4,4.06,0,1,0,1,1,2,2,2,2,0,0
yj5M-Ibiwmnif1OI4DJ5-g,Monica,129,"2012-08-29 00:00:00",16,4,0,11,3.7,0,2,0,0,0,1,5,1,1,1,2
Yj79QbOyYO1q6ythwB3bvQ,RayDan,44,"2013-09-07 00:00:00",7,0,1,1,3.65,0,0,0,0,0,1,0,0,0,0,1
yj8qKmj-6PeWa-G2191Jkw,Sara,271,"2010-05-18 00:00:00",178,124,129,17,3.79,24,7,14,0,3,12,26,42,42,12,2
YJNVwDdzwjwhptzh9y2vBg,Lindsey,80,"2010-06-04 00:00:00",18,4,0,4,3.27,0,1,0,0,0,4,7,1,1,2,1
YJYFsF4z-C2qODH5HnGXiw,Terry,810,"2011-04-25 00:00:00",128,7,13,13,3.42,0,3,1,0,0,7,19,4,4,2,0
YKB-4SWU5NgUuIHO-2yyXw,Hubert,33,"2017-01-21 00:00:00",25,6,24,0,4.6,1,0,0,1,0,0,0,0,0,3,0
ykBj3RG8-bSN5FOLAccGpw,Helen,103,"2011-02-03 00:00:00",8,3,3,3,4.45,0,0,0,0,0,1,2,0,0,0,1
YkJ61BgbYEQO2quoU8mcbA,Eric,159,"2009-08-19 00:00:00",111,64,150,17,3.89,45,5,0,0,2,12,35,33,33,28,1
ykSlyFNaaFohsUnulYEVTg,J,50,"2008-02-25 00:00:00",160,101,40,3,3.77,11,2,0,8,0,14,14,16,16,0,1
Yl49udA0AG_bkw0AbDL5vA,Karina,155,"2012-05-09 00:00:00",130,19,13,21,4.01,11,3,1,1,0,11,21,13,13,15,1
YLbQDpUmvizEnfpiI2IoUA,Beka,43,"2007-10-21 00:00:00",7,1,3,0,4.18,1,0,0,0,0,2,0,0,0,1,0
yLCsv3QheMmnZJyKgDdSqg,Robert,62,"2012-07-15 00:00:00",2,1,2,0,3.61,0,0,0,0,0,0,0,1,1,0,0
ylEumn5Nu9rGjF8BcEZFUQ,Ash,74,"2011-07-07 00:00:00",30,10,6,4,3.76,2,0,0,0,0,0,2,3,3,1,0
YlfYMCw8bLmPaJD8m7fcSA,Hugh,168,"2011-03-07 00:00:00",13,4,7,7,3.94,0,1,0,0,0,7,6,2,2,1,1
YLG5rVj4a9uOHgzfQAByvQ,Nisy,41,"2009-11-15 00:00:00",8,3,2,3,3.56,2,0,0,0,0,1,1,1,1,2,0
YLiNhJUwogXgIwCa3wrWKg,Brett,98,"2006-04-01 00:00:00",62,1,3,5,4.26,0,0,0,0,0,2,0,2,2,0,0
ylmb5VWVQ5pdHXdm_79TGw,Karen,24,"2011-04-01 00:00:00",0,0,0,1,4.13,0,0,0,0,0,0,0,0,0,0,0
ylnlAS9bCbxEcPRfxuhJCQ,Mark,954,"2009-07-09 00:00:00",527,170,381,76,3.72,56,6,5,1,0,51,96,129,129,89,12
yLoPDg4D_s9JBHXPQyE54w,Chris,33,"2010-11-05 00:00:00",9,2,0,1,3.81,0,2,0,0,0,3,0,1,1,1,0
yLqT6waKToHZDWFct8GLvA,Shlomi,90,"2010-06-08 00:00:00",54,14,28,3,3.42,0,1,0,0,0,0,3,1,1,0,1
ylqULmksKDA__qlOIfv0nw,Sohini,227,"2009-06-05 00:00:00",33,10,11,8,3.89,24,6,1,0,0,5,18,23,23,21,0
ylRZRWIhj_De4ZF6eFmkLw,Zuri,34,"2013-07-31 00:00:00",6,0,0,2,3.53,1,0,0,0,0,0,1,0,0,0,0
yLU1gR-o94JtKm5U5MW1sg,Jasper,59,"2009-03-22 00:00:00",54,9,0,12,3.73,0,2,1,0,0,3,3,6,6,2,1
yLW8OrR8Ns4X1oXJmkKYgg,Kimquyen,833,"2007-07-18 00:00:00",3299,2980,3000,312,3.72,645,72,83,51,19,278,895,1068,1068,369,300
YlX_6ivl78Inu2kfjN5iqw,Julie,92,"2011-07-07 00:00:00",28,4,1,0,3.77,0,0,0,0,0,1,0,1,1,0,0
YlZ3nQDfLKryjjnD5qj1AA,Michele,215,"2011-03-23 00:00:00",98,14,1,5,3.29,3,3,2,1,0,7,5,10,10,4,3
YMgZqBUAddmFErxLtCfK_w,Samantha,1709,"2009-03-16 00:00:00",1170,144,253,131,3.61,94,11,9,2,13,58,110,156,156,93,37
yMmWN4BNNCKPvOi7PMKHvg,Denise,199,"2008-12-20 00:00:00",0,1,1,13,4.05,6,4,1,1,0,2,4,20,20,2,3
yMNgkWt2Z2-GhyU9_I5j1w,Paige,23,"2011-07-22 00:00:00",1,4,1,2,3.4,0,0,0,0,0,1,0,1,1,1,0
YmuHitzT-bWAptpd1QY0YA,Maria,266,"2011-03-21 00:00:00",711,42,3,5,2.92,0,0,0,0,0,4,5,0,0,0,0
YmvuQpoMoQC38bOvlpbMpw,CJ,63,"2014-01-14 00:00:00",34,1,0,2,3.55,0,0,0,0,0,0,0,0,0,0,0
yN4_omG3SfhS1rDPVN3eEQ,Alajandro,50,"2017-05-31 00:00:00",0,0,0,0,3.96,0,0,0,0,0,0,0,1,1,0,0
YNcoHYzUtspTXbZXV6kblQ,Song,62,"2014-05-14 00:00:00",63,6,4,1,3.42,0,0,0,0,0,0,1,0,0,1,0
Ynh5YbifcFvaJRJksiF81A,Jennifer,224,"2012-03-13 00:00:00",575,516,540,20,3.77,41,7,4,2,4,26,36,52,52,36,7
yni0Rh7EJ4MrIOIhj0X7fA,C,76,"2008-09-24 00:00:00",63,25,9,3,2.68,0,1,0,0,0,1,5,3,3,1,0
YNvZdMLXa4q8e9tiE4ge4A,Ravi,54,"2014-08-30 00:00:00",4,1,1,2,4.44,0,1,0,0,0,0,0,0,0,0,0
ynYEgNimJOyb8dvyr9x0sA,Brent,31,"2013-01-12 00:00:00",26,4,2,1,3.38,0,0,0,0,0,1,2,2,2,0,2
YoADg1eL10Oiq_0x0daKPA,Pax,78,"2014-10-11 00:00:00",31,7,355,2,3.63,0,0,0,0,0,1,10,5,5,0,3
yOADvvEUHheLZs1BSoxTDw,Catherine,204,"2010-05-18 00:00:00",659,472,439,31,4.29,46,8,6,2,1,55,106,81,81,60,22
YoaQY0EZmhYCgTLtz5sd2w,Kim,1232,"2008-07-06 00:00:00",680,36,4,60,3.73,29,6,2,6,2,27,30,53,53,23,8
yoB_PYQHjnPjh78ATA0Jgw,Veronica,208,"2010-01-10 00:00:00",7,2,0,2,3.9,0,0,0,0,0,5,11,4,4,0,0
YoG8edM-wBpiz5afGNP4YQ,Mandy,32,"2012-01-24 00:00:00",25,12,3,3,3.97,4,1,1,2,0,2,3,3,3,1,0
YoIcoP8zV6HJaJyV922QVw,Chris,443,"2007-01-26 00:00:00",18,3,8,7,3.54,1,0,0,1,0,8,4,10,10,1,0
YojrehzWlyDqwOZ1tzXdeg,Rusty,151,"2012-05-11 00:00:00",0,0,0,3,3.51,0,0,0,0,0,1,5,0,0,2,1
yokOPhsKTGkHBAuOHBtONw,FJ,48,"2016-01-12 00:00:00",18,0,1,0,4.13,0,0,0,0,0,0,0,0,0,0,0
YOnaSFYeq4piEPkbXm1eaQ,Lauren,150,"2013-04-30 00:00:00",16,7,7,5,3.54,5,0,0,0,0,5,4,13,13,5,1
YOVxaBCqsIT3MB5x9ZyO0w,Wang,296,"2011-05-02 00:00:00",32,10,3,4,2.52,2,0,0,0,0,9,4,1,1,0,0
yP3U472W13-7NWPVd6t3ZA,Caleb,218,"2009-04-08 00:00:00",206,99,132,7,4.18,1,0,1,0,0,3,4,10,10,2,3
Yp4xG6g0Hg9OliyovpTrqA,Mark,125,"2006-08-05 00:00:00",0,0,1,7,3.13,1,5,0,0,0,4,3,7,7,5,0
YpGt3hdq5adPlEFn9fQ2Zw,Taric,717,"2010-07-12 00:00:00",1901,2636,2232,112,3.53,143,11,6,3,1,167,435,358,358,128,18
YpNsF1L5fMkCecbFtSv1fQ,Rob,58,"2009-08-12 00:00:00",1,0,0,3,4.32,0,0,0,0,0,0,0,0,0,0,0
YpnuAoUgJQFsEh06cCbjkA,Benny,128,"2010-08-01 00:00:00",4,5,1,1,3.72,0,0,2,0,0,4,1,0,0,1,0
YPRkTq6dPL9hK2kBmKIFkA,"Joshua Nohea",29,"2009-08-20 00:00:00",3,2,0,1,3.61,0,0,0,0,0,1,3,0,0,0,0
YPR_uFcemzB89JI22Drbfw,Christina,45,"2012-12-13 00:00:00",6,0,0,0,3.54,0,0,0,0,0,1,2,0,0,1,0
ypsoE_3CuwpkHjdghL9bzw,J,27,"2013-02-02 00:00:00",0,0,0,5,3.64,1,0,0,0,0,3,3,1,1,4,1
yQdzlwWSfNDwj1WUixOMHA,Tara,100,"2014-11-06 00:00:00",414,15,49,2,4.68,0,0,0,0,0,4,4,2,2,1,3
yqmI68haCjxswqL5LSUIHA,Jackson,29,"2016-01-16 00:00:00",0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0
yqnNj_nJgGvtDO3WeDK2QA,Lawrence,78,"2009-07-02 00:00:00",29,10,14,7,3.59,3,4,0,1,1,7,5,11,11,9,2
YQoY_ygdtOaYgmdj3cNi1Q,Daniel,240,"2013-04-25 00:00:00",8,2,1,4,4.29,0,0,0,0,0,1,2,3,3,0,0
YQPDBJKKFFseQybsvo2rog,LuckieMaounds,594,"2009-01-17 00:00:00",339,215,125,40,3.36,50,7,1,5,1,40,27,48,48,23,13
YqrWnGNOK6X0o5VsTh_nbQ,Kathy,50,"2014-02-17 00:00:00",158,4,1,2,3.71,0,0,0,0,1,0,0,0,0,0,0
YREitg0wuFwc2OlqHzXUHg,Craig,41,"2010-08-15 00:00:00",0,0,0,0,4.36,0,0,0,0,0,0,0,0,0,0,0
YReS107aoCvIy0C7U_FRCQ,Esther,252,"2011-03-24 00:00:00",8,3,4,22,3.45,64,6,8,9,0,30,29,45,45,16,11
yrjV2EQm5XpN-qIFnqK1ow,Max-Adam,196,"2008-04-17 00:00:00",40,4,12,19,3.53,23,2,2,0,2,12,33,23,23,7,2
Ys12dkNWodTgxmy6RyqBIg,daisy,50,"2008-07-28 00:00:00",4,3,0,1,3.92,0,0,0,0,0,1,0,0,0,0,0
ys8DYdGLsx6dWxApsEoMUA,Amanda,113,"2014-01-11 00:00:00",2,2,5,11,2.99,0,1,0,2,0,4,6,13,13,5,5
ySleiyjIjJUgepwWDuRKdQ,Jared,23,"2010-01-16 00:00:00",0,0,0,0,3.42,0,0,0,0,0,0,2,0,0,0,0
YsnVq-tnmUoCjO5d47jFFw,Tracy,212,"2008-09-10 00:00:00",662,589,634,169,4.16,213,14,6,16,2,38,307,136,136,49,4
YspKuEXxYxaS7bPmYfsr7Q,Dayna,161,"2009-09-20 00:00:00",911,116,178,34,3.46,25,3,1,1,0,18,40,31,31,8,11
ySZW5NA5lyd18dguCN4S_Q,Jennifer,35,"2011-06-12 00:00:00",19,1,1,1,4.3,1,0,0,0,0,1,1,0,0,0,0
yS_uk48n4-KGMIWezNCPBQ,Ali,27,"2014-01-05 00:00:00",0,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,0
yt2PTRWlQni9Nez3_sGKHw,S,38,"2012-05-07 00:00:00",0,1,0,0,2.79,0,0,0,0,0,1,0,0,0,0,0
yTg4uBTALk9RFUWyDMsbCw,A,25,"2010-08-18 00:00:00",34,1,1,0,3.84,0,0,0,0,0,0,0,0,0,0,0
yTtxxQfKMOmLqr6TidiW8A,Nick,34,"2009-11-21 00:00:00",34,26,28,3,3.54,0,3,0,0,0,1,1,0,0,0,0
YTu89gyBlqGXSYhRieN7dw,Karl,66,"2009-12-06 00:00:00",24,11,16,10,3.26,5,5,2,0,0,5,26,19,19,6,0
